,words,counts
1781,popular,87
1782,example,87
1783,nicholas,87
1784,funky,87
1785,mia,87
1786,products,87
1787,hardly,87
1788,sad,87
1789,tranquil,87
1790,in/out,86
1791,footsteps,86
1792,understand,86
1793,kettle,86
1794,inquiries,86
1795,social,86
1796,fiona,86
1797,knowing,86
1798,residence,86
1799,remodeled,86
1800,connect,86
1801,fort,86
1802,nearly,86
1803,temperature,86
1804,kindness,86
1805,concern,86
1806,kinds,86
1807,definately,86
1808,extras,85
1809,viola,85
1810,keeps,85
1811,abhay,85
1812,luckily,85
1813,personable,85
1814,assistance,85
1815,charge,85
1816,phenomenal,85
1817,lands,85
1818,primo,84
1819,eggs,84
1820,idea,84
1821,allow,84
1822,intrusive,84
1823,mexican,84
1824,smelled,84
1825,didnt,84
1826,italy,84
1827,lizzie,84
1828,lynn,84
1829,careful,84
1830,energy,84
1831,reachable,84
1832,manual,83
1833,bothered,83
1834,barely,83
1835,became,83
1836,sort,83
1837,trader,83
1838,ones,83
1839,carry,83
1840,jef,83
1841,conditioner,83
1842,safety,83
1843,addy,83
1844,graciously,83
1845,happened,83
1846,clark,83
1847,alexandra,82
1848,favourite,82
1849,bagels,82
1850,jill,82
1851,describe,82
1852,asking,82
1853,saying,82
1854,serene,82
1855,rob,82
1856,woke,82
1857,clement,82
1858,surprises,82
1859,presented,81
1860,tree,81
1861,tough,81
1862,attractive,81
1863,rail,81
1864,ashirvadam,81
1865,woman,81
1866,girls,81
1867,complain,81
1868,pleasantly,81
1869,informed,81
1870,slow,81
1871,palace,81
1872,child,81
1873,noticed,81
1874,massimo,80
1875,sheet,80
1876,charlesie,80
1877,helps,80
1878,funny,80
1879,ticket,80
1880,king,80
1881,compact,80
1882,sharon,80
1883,waking,80
1884,5-10,80
1885,pool,79
1886,snack,79
1887,following,79
1888,busses,79
1889,hayes,79
1890,anticipated,79
1891,game,79
1892,sorry,79
1893,adventure,79
1894,trash,79
1895,stories,79
1896,again.i,78
1897,sunshine,78
1898,baked,78
1899,shape,78
1900,timur,78
1901,sara,78
1902,shoes,78
1903,genuinely,78
1904,geary,78
1905,placed,78
1906,tip,78
1907,in-law,77
1908,nob,77
1909,manner,77
1910,40,77
1911,initially,77
1912,master,77
1913,matthew,77
1914,lit,77
1915,cared,77
1916,gym,77
1917,yoga,77
1918,jeff,77
1919,advices,77
1920,plants,77
1921,highway,77
1922,screen,76
1923,explored,76
1924,regards,76
1925,unsafe,76
1926,syl,76
1927,artwork,76
1928,comforts,76
1929,range,76
1930,supermarkets,76
1931,plates,75
1932,power,75
1933,showing,75
1934,asian,75
1935,locks,75
1936,known,75
1937,shows,75
1938,homes,75
1939,bottled,75
1940,culture,75
1941,again.this,75
1942,certain,75
1943,includes,74
1944,familiar,74
1945,hiking,74
1946,brunch,74
1947,f,74
1948,land,74
1949,kat,74
1950,drawback,74
1951,mine,74
1952,ashish,74
1953,residents,74
1954,15-20,74
1955,date,74
1956,mary,74
1957,districts,74
1958,zach,74
1959,curtain,73
1960,cake,73
1961,sandy,73
1962,yogurt,73
1963,father,73
1964,arts,73
1965,highlight,73
1966,gardens,73
1967,keyless,73
1968,slight,73
1969,six,73
1970,carlota,73
1971,regular,73
1972,birthday,73
1973,waterfront,72
1974,cramped,72
1975,sufficient,72
1976,apart,72
1977,marie,72
1978,2nd,72
1979,hoping,72
1980,etc.,72
1981,gary,72
1982,georg,72
1983,farzad,72
1984,beverages,72
1985,normal,72
1986,aside,72
1987,na,72
1988,hop,72
1989,traveller,72
1990,adjacent,72
1991,movies,72
1992,quirky,72
1993,advise,72
1994,telegraph,72
1995,manager,72
1996,unable,72
1997,island,72
1998,christopher,71
1999,flexibility,71
2000,3rd,71
2001,reception,71
2002,mean,71
2003,girl,71
2004,margaret,71
2005,pans,71
2006,lauren,71
2007,interact,71
2008,boat,71
2009,persons,71
2010,orange,71
2011,country,71
2012,surroundings,71
2013,respected,71
2014,sam,71
2015,skyline,71
2016,hands,71
2017,colorful,71
2018,recommand,71
2019,destinations,71
2020,ensured,71
2021,happening,70
2022,initial,70
2023,bi-rite,70
2024,personality,70
2025,jonathan,70
2026,biggest,70
2027,avenue,70
2028,inexpensive,70
2029,lodging,70
2030,history,70
2031,anybody,70
2032,ucsf,70
2033,aaron,70
2034,challenging,70
2035,body,69
2036,stone,69
2037,dominic,69
2038,attached,69
2039,josé,69
2040,posted,69
2041,granola,69
2042,zoo,69
2043,schedules,69
2044,created,69
2045,touring,69
2046,counter,69
2047,properly,69
2048,escape,69
2049,polk,69
2050,dinners,69
2051,features,69
2052,journey,69
2053,powell,69
2054,..,69
2055,bustling,69
2056,vintage,69
2057,trees,68
2058,wide,68
2059,pots,68
2060,greatest,68
2061,yanni,68
2062,honest,68
2063,freshly,68
2064,choices,68
2065,alexis,68
2066,lockbox,68
2067,rimma,68
2068,joel,68
2069,respect,68
2070,facing,68
2071,alley,68
2072,talked,68
2073,scenic,67
2074,pierre,67
2075,11,67
2076,signs,67
2077,mix,67
2078,noises,67
2079,rumesha,67
2080,neighbours,67
2081,linen,67
2082,warf,67
2083,thai,67
2084,beforehand,67
2085,*,67
2086,realize,67
2087,valeria,67
2088,sparkling,67
2089,breakfasts,67
2090,thankful,67
2091,jocelyn,67
2092,team,67
2093,bringing,67
2094,usual,67
2095,streetcar,67
2096,straightforward,67
2097,likely,67
2098,hosted,67
2099,blinds,66
2100,2.,66
2101,decoration,66
2102,event,66
2103,walgreens,66
2104,piers,66
2105,je,66
2106,words,66
2107,visitor,66
2108,tim,66
2109,sushi,66
2110,instantly,66
2111,nature,66
2112,arrange,66
2113,45,66
2114,ben,66
2115,accessing,66
2116,heads,65
2117,crowded,65
2118,didn’t,65
2119,heaters,65
2120,bowl,65
2121,l,65
2122,lay,65
2123,finish,65
2124,impressive,65
2125,belongings,65
2126,regularly,65
2127,14,65
2128,playing,65
2129,allows,65
2130,amenity,65
2131,trolley,65
2132,precita,65
2133,frequently,65
2134,frequent,65
2135,appeared,64
2136,ivan,64
2137,packed,64
2138,unbeatable,64
2139,sea,64
2140,break,64
2141,movie,64
2142,rain,64
2143,bakeries,64
2144,housemates,64
2145,moreover,64
2146,cereal,64
2147,stay.the,64
2148,management,64
2149,state,64
2150,james,64
2151,anniversary,64
2152,yann,64
2153,constantly,64
2154,classic,64
2155,1st,64
2156,tasteful,64
2157,recent,64
2158,noted,64
2159,muffins,64
2160,piece,63
2161,prices,63
2162,recomend,63
2163,neighbourhoods,63
2164,blue,63
2165,historic,63
2166,foam,63
2167,package,63
2168,emailed,63
2169,opinion,63
2170,inner,63
2171,wood,63
2172,buena,63
2173,warned,63
2174,toddler,63
2175,thinking,63
2176,smart,63
2177,lemon,63
2178,codes,63
2179,roberto,63
2180,dad,63
2181,vera,63
2182,calls,62
2183,adventures,62
2184,ad,62
2185,ladies,62
2186,starbucks,62
2187,pets,62
2188,highlights,62
2189,alternative,62
2190,international,62
2191,logistics,62
2192,among,62
2193,stopped,62
2194,rough,62
2195,solid,62
2196,uphill,62
2197,leeh,61
2198,chatting,61
2199,i.,61
2200,period,61
2201,edge,61
2202,quieter,61
2203,communal,61
2204,thumbs,61
2205,croissants,61
2206,fall,61
2207,cause,61
2208,cheaper,61
2209,accomodation,61
2210,discovered,61
2211,frills,61
2212,—,61
2213,justin,61
2214,vehicle,61
2215,odd,61
2216,jesse,61
2217,pics,60
2218,spread,60
2219,nervous,60
2220,extend,60
2221,preferred,60
2222,monty,60
2223,rebecca,60
2224,memory,60
2225,dana,60
2226,genuine,60
2227,assist,60
2228,annabrooke,60
2229,class,60
2230,housing,60
2231,standards,60
2232,trains,60
2233,feedback,60
2234,fog,60
2235,bunk,60
2236,changes,60
2237,conveniences,60
2238,exchange,60
2239,suitcase,60
2240,george,60
2241,contained,60
2242,notch,60
2243,none,59
2244,village,59
2245,drinking,59
2246,mauricio,59
2247,shahul,59
2248,dropped,59
2249,suitable,59
2250,everybody,59
2251,loves,59
2252,passing,59
2253,upper,59
2254,restroom,59
2255,andrei,59
2256,hairdryer,59
2257,answers,59
2258,depending,59
2259,jordie,59
2260,pastries,59
2261,channels,59
2262,treated,59
2263,pride,59
2264,restful,59
2265,reviewers,59
2266,japanese,59
2267,sage,59
2268,garbage,59
2269,strip,58
2270,impossible,58
2271,matched,58
2272,kip,58
2273,curtis,58
2274,well-kept,58
2275,control,58
2276,doorstep,58
2277,chrissy,58
2278,refuge,58
2279,spare,58
2280,proper,58
2281,mail,58
2282,1-2,58
2283,press,58
2284,magnificent,58
2285,dave,58
2286,temporary,58
2287,settle,58
2288,s.f,58
2289,elsewhere,58
2290,sf.the,57
2291,additionally,57
2292,sign,57
2293,send,57
2294,suitcases,57
2295,needing,57
2296,wise,57
2297,opens,57
2298,painted,57
2299,reasons,57
2300,meetings,57
2301,rene,57
2302,well-located,57
2303,keurig,57
2304,wireless,57
2305,blast,57
2306,hi,57
2307,glasses,57
2308,plate,57
2309,nick,57
2310,becky,57
2311,write,57
2312,workout,56
2313,form,56
2314,support,56
2315,exercise,56
2316,written,56
2317,edward,56
2318,dishwasher,56
2319,boutique,56
2320,ellen,56
2321,weird,56
2322,page,56
2323,explain,56
2324,and/or,56
2325,gavin,56
2326,eats,56
2327,occupied,56
2328,lynnore,56
2329,50,56
2330,tk,56
2331,impression,56
2332,families,56
2333,depicted,56
2334,explaining,55
2335,therefore,55
2336,christina,55
2337,stress,55
2338,weekends,55
2339,carpet,55
2340,clubs,55
2341,specific,55
2342,disturbing,55
2343,museums,55
2344,till,55
2345,rentals,55
2346,essential,55
2347,similar,55
2348,liz,55
2349,giants,55
2350,unwind,55
2351,romantic,54
2352,susana,54
2353,considered,54
2354,quarters,54
2355,replies,54
2356,pot,54
2357,jess,54
2358,ashli,54
2359,francisco.the,54
2360,sorts,54
2361,fab,54
2362,pointed,54
2363,cross,54
2364,games,54
2365,school,54
2366,plentiful,54
2367,sliding,54
2368,fillmore,54
2369,sweetest,54
2370,greeting,54
2371,comment,54
2372,judah,54
2373,easy-going,54
2374,eager,54
2375,shannon,54
2376,excited,53
2377,imagined,53
2378,1/2,53
2379,feature,53
2380,fold,53
2381,eye,53
2382,upscale,53
2383,independent,53
2384,russian,53
2385,decorations,53
2386,requested,53
2387,permanent,53
2388,include,53
2389,janet,53
2390,difficulty,53
2391,delighted,53
2392,paying,53
2393,place.the,53
2394,airbnbs,53
2395,benefit,53
2396,wolf,53
2397,awkward,53
2398,kid,53
2399,wherever,53
2400,entering,53
2401,philz,52
2402,babs,52
2403,types,52
2404,dont,52
2405,thanksgiving,52
2406,oriented,52
2407,post,52
2408,height,52
2409,pieces,52
2410,learned,52
2411,hectic,52
2412,toys,52
2413,dust,52
2414,cups,52
2415,picking,52
2416,introduction,52
2417,cares,52
2418,und,52
2419,realized,52
2420,cheers,52
2421,poor,52
2422,cell,52
2423,clothing,52
2424,allen,52
2425,password,52
2426,festival,52
2427,supply,52
2428,warning,52
2429,strange,52
2430,healthy,52
2431,finished,52
2432,gigi,52
2433,facility,52
2434,section,51
2435,whatsoever,51
2436,3.,51
2437,ghirardelli,51
2438,scene,51
2439,television,51
2440,springer,51
2441,fellow,51
2442,complex,51
2443,path,51
2444,warmth,51
2445,resolved,51
2446,smells,51
2447,signal,51
2448,separated,51
2449,sunrise,51
2450,manage,51
2451,messaged,51
2452,cover,51
2453,faces,51
2454,forth,51
2455,landlord,51
2456,carrie,51
2457,final,51
2458,check-in/check-out,50
2459,sylvia,50
2460,refund,50
2461,yelena,50
2462,thierry,50
2463,drawers,50
2464,francisco.we,50
2465,entered,50
2466,attended,50
2467,andrew,50
2468,responds,50
2469,teas,50
2470,colleague,50
2471,convention,50
2472,die,50
2473,purpose,50
2474,delivered,50
2475,story,50
2476,carefully,50
2477,accepted,50
2478,bathtub,50
2479,playground,50
2480,lastly,50
2481,equally,50
2482,lloyd,50
2483,impeccable,49
2484,seb,49
2485,18th,49
2486,apartement,49
2487,tiffany,49
2488,empty,49
2489,cancelled,49
2490,10/10,49
2491,nestled,49
2492,refreshing,49
2493,removed,49
2494,introduced,49
2495,e.g,49
2496,elevator,49
2497,followed,49
2498,narrow,49
2499,handled,49
2500,adrienne,49
2501,laykoon,49
2502,customer,49
2503,leaves,48
2504,moments,48
2505,jo,48
2506,hideaway,48
2507,seating,48
2508,laundromat,48
2509,jee,48
2510,farmers,48
2511,laptop,48
2512,ironing,48
2513,shame,48
2514,attend,48
2515,patrick,48
2516,bare,48
2517,terrible,48
2518,tanya,48
2519,keypad,48
2520,et,48
2521,mirror,48
2522,occasions,48
2523,happen,48
2524,wooden,48
2525,inconvenience,48
2526,decide,48
2527,original,48
2528,uncomplicated,48
2529,fortunate,48
2530,france,48
2531,holidays,48
2532,stay.we,48
2533,ago,47
2534,housemate,47
2535,built,47
2536,van,47
2537,duration,47
2538,obvious,47
2539,destination,47
2540,hangers,47
2541,library,47
2542,approachable,47
2543,become,47
2544,active,47
2545,civic,47
2546,figured,47
2547,instruction,47
2548,café,47
2549,borrow,47
2550,printed,47
2551,pubs,47
2552,mat,47
2553,occasionally,47
2554,sat,47
2555,champagne,47
2556,occasional,47
2557,english,47
2558,oded,47
2559,continue,47
2560,brochures,47
2561,sf.we,47
2562,again.my,47
2563,secret,47
2564,changing,47
2565,gio,46
2566,exciting,46
2567,cutest,46
2568,repeat,46
2569,cabana,46
2570,paths,46
2571,member,46
2572,telling,46
2573,balance,46
2574,diverse,46
2575,hello,46
2576,handle,46
2577,mainly,46
2578,originally,46
2579,definitly,46
2580,en,46
2581,suggestion,46
2582,unforgettable,46
2583,lucy,46
2584,i.e,46
2585,sleepers,46
2586,scary,46
2587,asleep,46
2588,contacting,46
2589,sherry,46
2590,con,46
2591,dorm,46
2592,reserved,45
2593,dates,45
2594,search,45
2595,deli,45
2596,correct,45
2597,magical,45
2598,luck,45
2599,boutiques,45
2600,comforter,45
2601,vista,45
2602,cheerful,45
2603,4th,45
2604,favorites,45
2605,agreed,45
2606,annoying,45
2607,dry,45
2608,learn,45
2609,10min,45
2610,furthermore,45
2611,outlets,45
2612,difference,45
2613,gregory,45
2614,decision,45
2615,individual,45
2616,fluffy,45
2617,1.,45
2618,chas,45
2619,hilltop,45
2620,american,44
2621,adult,44
2622,ave,44
2623,aspect,44
2624,hints,44
2625,specially,44
2626,daughters,44
2627,washed,44
2628,leftovers,44
2629,flawless,44
2630,emergency,44
2631,thankfully,44
2632,tanja,44
2633,smoke,44
2634,rarely,44
2635,inconvenient,43
2636,cupboard,43
2637,collin,43
2638,tickets,43
2639,resident,43
2640,canyon,43
2641,franciscan,43
2642,eventually,43
2643,cleanest,43
2644,rainy,43
2645,brownies,43
2646,proved,43
2647,espresso,43
2648,disturb,43
2649,brings,43
2650,2-3,43
2651,navin,43
2652,inn,43
2653,nyc,43
2654,comments,43
2655,tech,43
2656,seat,43
2657,college,43
2658,catching,43
2659,permit,43
2660,climbing,43
2661,speed,43
2662,artistic,43
2663,hood,42
2664,underground,42
2665,le,42
2666,butter,42
2667,comprehensive,42
2668,joanne,42
2669,alright,42
2670,=,42
2671,indicated,42
2672,rides,42
2673,bite,42
2674,cabinets,42
2675,thus,42
2676,practically,42
2677,airb,42
2678,sets,42
2679,delay,42
2680,fixtures,42
2681,trail,42
2682,francisco.this,42
2683,coolest,42
2684,itinerary,42
2685,carolyn,42
2686,elegant,42
2687,listings,42
2688,arrangement,42
2689,flying,42
2690,alarm,42
2691,addressed,42
2692,jump,42
2693,solved,42
2694,sandwiches,42
2695,constant,42
2696,receive,42
2697,memories,42
2698,dollars,42
2699,hub,42
2700,roll,42
2701,passes,41
2702,hostels,41
2703,unlike,41
2704,jason,41
2705,entirely,41
2706,18,41
2707,delays,41
2708,rich,41
2709,picky,41
2710,opposite,41
2711,arranging,41
2712,thick,41
2713,serious,41
2714,likes,41
2715,diana,41
2716,enthusiastic,41
2717,heaps,41
2718,forgotten,41
2719,writing,41
2720,july,41
2721,comet,41
2722,descriptions,41
2723,sits,41
2724,definetly,41
2725,august,41
2726,supportive,41
2727,profile,41
2728,corridor,41
2729,sometime,41
2730,reccomend,41
2731,.the,41
2732,easygoing,41
2733,lead,41
2734,spoke,41
2735,wind,41
2736,weak,41
2737,umbrella,41
2738,nook,41
2739,crib,40
2740,thrilled,40
2741,10pm,40
2742,combination,40
2743,bargain,40
2744,europe,40
2745,appropriate,40
2746,6th,40
2747,inspiring,40
2748,indian,40
2749,mattresses,40
2750,touristic,40
2751,warmer,40
2752,giant,40
2753,wet,40
2754,gentle,40
2755,female,40
2756,conscientious,40
2757,cleaners,40
2758,showering,40
2759,neither,40
2760,christmas,40
2761,toilets,40
2762,encountered,40
2763,thoraya,40
2764,nevertheless,40
2765,ruka,40
2766,wan,40
2767,accidentally,40
2768,lent,40
2769,soaps,40
2770,posting.we,39
2771,stacy,39
2772,spring,39
2773,boo,39
2774,posting,39
2775,winter,39
2776,pair,39
2777,massive,39
2778,arpita,39
2779,stellar,39
2780,marathon,39
2781,gesture,39
2782,carly,39
2783,worst,39
2784,generously,39
2785,pro,39
2786,mates,39
2787,pet,39
2788,hospital,39
2789,erik,39
2790,trams,39
2791,fortunately,39
2792,beauty,39
2793,consideration,39
2794,wealth,39
2795,chosen,39
2796,higher,39
2797,startup,39
2798,comforting,39
2799,birds,39
2800,luna,39
2801,soul,39
2802,caused,39
2803,activity,39
2804,someday,39
2805,european,38
2806,weekdays,38
2807,headed,38
2808,4.,38
2809,kinda,38
2810,students,38
2811,mistake,38
2812,valuable,38
2813,disappoint,38
2814,nandi,38
2815,reminded,38
2816,well-maintained,38
2817,lol,38
2818,dead,38
2819,caught,38
2820,w/,38
2821,cities,38
2822,shaveta,38
2823,field,38
2824,farmer,38
2825,defiantly,38
2826,fits,38
2827,produce,38
2828,portable,38
2829,user,38
2830,contemporary,38
2831,majority,38
2832,devices,38
2833,reality,38
2834,ability,38
2835,advised,38
2836,den,38
2837,unobtrusive,38
2838,improve,38
2839,speakeasy,38
2840,abundant,38
2841,perk,38
2842,dropping,38
2843,bookstore,38
2844,beaten,38
2845,zero,38
2846,spirit,37
2847,york,37
2848,instant,37
2849,caleb,37
2850,afraid,37
2851,sanctuary,37
2852,rocky,37
2853,cow,37
2854,rupert,37
2855,choosing,37
2856,tenant,37
2857,thru,37
2858,giovanna,37
2859,states,37
2860,travelled,37
2861,worn,37
2862,casa,37
2863,e-mail,37
2864,closest,37
2865,guidebook,37
2866,load,37
2867,supposed,37
2868,beside,37
2869,staircase,37
2870,beware,37
2871,heaven,37
2872,academy,37
2873,plane,37
2874,panhandle,37
2875,correspondence,37
2876,marvelous,37
2877,tommy,37
2878,diner,37
2879,balboa,37
2880,proactive,37
2881,buildings,37
2882,spa,37
2883,robin,37
2884,replying,37
2885,fascinating,37
2886,marc,37
2887,magic,37
2888,killer,37
2889,members,37
2890,easiest,37
